"3138","319","34"
"9922","320","7"
"1720","321","82"
"7736","322","88"
"7083","323","9"
"6412","324","58"
"5046","325","38"
"677","326","98"
"7156","327","81"
"771","328","61"
"6126","329","42"
"7454","330","62"
"4783","331","54"
"1756","332","18"
"3147","333","89"
"6763","334","82"
"748","335","87"
"8183","336","83"
"9545","337","58"
"4642","338","40"
"3429","339","75"
"5068","340","49"
"9570","341","23"
"9750","342","59"
"9808","343","72"
"692","344","44"
"1923","345","47"
"2785","346","80"
"9772","347","56"
"74","348","94"
"4657","349","64"
"2624","350","35"
"9017","351","43"
"6426","352","2"
"726","353","60"
"5701","354","64"
"5421","355","40"
"9731","356","65"
"5199","357","28"
"9484","358","58"
"2221","359","23"
"9181","360","91"
"7169","361","88"
"9544","362","18"
"645","363","57"
"5320","364","20"
"7404","365","30"
"511","366","94"
"9066","367","1"
"2784","368","90"
"1982","369","31"
"2320","370","25"
"3155","371","26"
"9965","372","86"
"1478","373","18"
"7012","374","51"
"4265","375","57"
"3615","376","20"
"4340","377","17"
"7213","378","27"
"5828","379","54"
"364","380","28"
"1646","381","9"
"3434","382","39"
"9156","383","62"
"2286","384","86"
"3597","385","25"
"8819","386","91"
"8461","387","63"
"4837","388","20"
"3573","389","37"
"855","390","27"
"1323","391","76"
"7367","392","30"
"7417","393","42"
"8504","394","75"
"1808","395","11"
"5679","396","84"
"8943","397","61"
"1017","398","67"
"9019","399","73"
"4895","400","32"
"5954","401","96"
"8812","402","52"
"3284","403","85"
"5966","404","43"
"817","405","56"
"4362","406","34"
"1376","407","84"
"1784","408","72"
"9479","409","54"
"8071","410","48"
"6484","411","51"
"1082","412","94"
"9380","413","74"
"5555","414","64"
"1638","415","45"
"5205","416","86"
"6694","417","72"
"9013","418","39"
"349","419","42"
"9797","420","92"
"7317","421","56"
"3745","422","16"
"2661","423","92"
"8199","424","29"
"4607","425","5"
"8413","426","30"
"9914","427","54"
"1215","428","98"
"5044","429","22"
"4911","430","80"
"6145","431","58"
"7440","432","91"
"2941","433","74"
"6246","434","16"
"1619","435","81"
"1443","436","72"
"8055","437","49"
"9764","438","10"
"2934","439","41"
"9506","440","42"
"3237","441","30"
"5480","442","46"
"619","443","36"
"402","444","84"
"2078","445","52"
"5780","446","42"
"8120","447","69"
"3473","448","86"
"6893","449","78"
"518","450","92"
"1609","451","74"
"4598","452","63"
"1174","453","26"
"9818","454","15"
"824","455","53"
"4955","456","4"
"2528","457","76"
"4628","458","10"
"819","459","29"
"9363","460","8"
"7570","461","28"
"917","462","55"
"1743","463","9"
"1331","464","44"
"6789","465","36"
"1610","466","1"
"8377","467","99"
"3607","468","85"
"8170","469","42"
"9753","470","93"
"8108","471","12"
"8471","472","96"
"9675","473","34"
"9377","474","49"
"7628","475","64"
"9256","476","40"
"1222","477","58"
"3612","478","73"
"4912","479","91"
"9821","480","53"
"1560","481","19"
"2870","482","2"
"8355","483","18"
"9099","484","67"
"5323","485","30"
"4768","486","69"
"2432","487","15"
"6807","488","97"
"671","489","85"
"721","490","82"
"4927","491","1"
"1925","492","100"
"9200","493","52"
"7422","494","83"
"8887","495","36"
"5576","496","94"
"7685","497","71"
"8137","498","83"
"6888","499","52"
"3727","500","0"
"886","501","22"
"3889","502","40"
"7661","503","58"
"6191","504","91"
"7970","505","32"
"7116","506","92"
"8575","507","53"
"522","508","73"
"8401","509","11"
"3790","510","56"
"680","511","42"
"9713","512","67"
"7310","513","18"
"7450","514","52"
"6270","515","34"
"1666","516","18"
"7891","517","65"
"3249","518","67"
"1470","519","86"
"7968","520","7"
"563","521","44"
"9724","522","31"
"5069","523","87"
"4937","524","66"
"1041","525","52"
"2440","526","65"
"7659","527","52"
"4507","528","3"
"4058","529","50"
"5322","530","8"
"773","531","49"
"1047","532","18"
"1736","533","89"
"8082","534","30"
"5141","535","17"
"6334","536","87"
"1322","537","70"
"7827","538","53"
"3263","539","3"
"4263","540","71"
"2849","541","72"
"8329","542","24"
"1809","543","3"
"8096","544","36"
"8840","545","49"
"1364","546","74"
"6911","547","15"
"2947","548","37"
"4633","549","52"
"3998","550","53"
"5414","551","2"
"1931","552","45"
"4846","553","18"
"1985","554","13"
"4709","555","62"
"6149","556","83"
"8731","557","72"
"2391","558","53"
"2900","559","80"
"4256","560","21"
"2741","561","84"
"4881","562","65"
"4321","563","59"
"2772","564","53"
"5090","565","37"
"4091","566","68"
"2338","567","73"
"1302","568","72"
"1908","569","40"
"6070","570","32"
"987","571","67"
"3045","572","92"
"2662","573","11"
"8298","574","88"
"9304","575","6"
"4556","576","26"
"5843","577","50"
"8029","578","22"
"3770","579","87"
"7985","580","74"
"3268","581","23"
"2772","582","60"
"5343","583","30"
"3178","584","90"
"7621","585","76"
"1429","586","56"
"7125","587","32"
"7528","588","42"
"7818","589","88"
"9655","590","50"
"9355","591","11"
"2989","592","71"
"3059","593","65"
"3624","594","1"
"5065","595","23"
"6494","596","38"
"8730","597","100"
"8086","598","36"
"9459","599","85"
"5078","600","87"
"5298","601","86"
"6811","602","2"
"5025","603","64"
"6923","604","49"
"2113","605","48"
"1004","606","5"
"4770","607","36"
"4059","608","98"
"7367","609","70"
"1240","610","52"
"2377","611","92"
"6962","612","57"
"5824","613","52"
"1552","614","81"
"3235","615","62"
"3771","616","96"
"568","617","94"
"6569","618","21"
"9099","619","67"
"5855","620","1"
"1448","621","0"
"9016","622","49"
"2795","623","67"
"4908","624","32"
"2481","625","79"
"7959","626","39"
"1038","627","43"
"7643","628","17"
"3694","629","5"
"6829","630","25"
"6751","631","24"
"8670","632","34"
"4084","633","70"
"2616","634","15"
"9311","635","17"
"3489","636","90"
"1048","637","86"
"3338","638","99"
"3306","639","51"
"3295","640","71"
"6039","641","52"
"8961","642","27"
"264","643","43"
"2547","644","57"
"4335","645","92"
"1371","646","20"
"6754","647","99"
"8823","648","3"
"6338","649","43"
"7059","650","27"
"8409","651","99"
"1133","652","13"
"4586","653","93"
"9201","654","73"
"1945","655","98"
"626","656","42"
"6957","657","97"
"5642","658","12"
"5359","659","96"
"7223","660","20"
"786","661","2"
"3349","662","71"
"6877","663","62"
"8895","664","51"
"8741","665","9"
"7172","666","34"
"6483","667","60"
"6528","668","11"
"4174","669","25"
"2611","670","27"
"1737","671","48"
"5421","672","19"
"5615","673","94"
"1212","674","5"
"5087","675","19"
"6535","676","30"
"419","677","9"
"6639","678","82"
"6807","679","1"
"9132","680","93"
"6734","681","55"
"4842","682","37"
"2261","683","46"
"3598","684","54"
"9795","685","51"
"566","686","24"
"5664","687","3"
"827","688","12"
"2248","689","77"
"8700","690","7"
"2108","691","48"
"4140","692","50"
"316","693","27"
"7285","694","42"
"7747","695","98"
"9002","696","76"
"817","697","32"
"2716","698","87"
"9957","699","51"
"6160","700","63"
"166","701","55"
"1256","702","64"
"7718","703","27"
"3122","704","69"
"8578","705","57"
"3170","706","74"
"9712","707","14"
"5970","708","44"
"1310","709","85"
"5745","710","40"
"1459","711","19"
"6519","712","42"
"2919","713","81"
"4032","714","59"
"5128","715","70"
"4365","716","37"
"3504","717","96"
"4299","718","0"
"2021","719","55"
"1673","720","60"
"6904","721","6"
"6893","722","51"
"9713","723","6"
"8331","724","17"
"5589","725","67"
"5518","726","29"
"4079","727","84"
"3386","728","87"
"2174","729","98"
"7178","730","13"
"111","731","17"
"6912","732","47"
"9943","733","63"
"1900","734","16"
"9950","735","100"
"6179","736","58"
"8282","737","53"
"6943","738","89"
"879","739","24"
"5115","740","47"
"6900","741","73"
"1134","742","41"
"1999","743","59"
"9788","744","23"
"352","745","61"
"540","746","72"
"44","747","66"
"8217","748","17"
"4166","749","9"
"7234","750","92"
"9675","751","39"
"722","752","18"
"5063","753","90"
"1255","754","21"
"9926","755","21"
"7511","756","39"
"4771","757","60"
"7974","758","78"
"9903","759","48"
"2452","760","97"
"8668","761","57"
"5900","762","1"
"347","763","36"
"6707","764","1"
"2183","765","89"
"8155","766","53"
"7925","767","58"
"5818","768","21"
"8549","769","85"
"903","770","16"
"8542","771","31"
"2857","772","6"
"7797","773","54"
"2114","774","35"
"7728","775","45"
"5133","776","69"
"1592","777","94"
"7416","778","88"
"6276","779","76"
"8489","780","91"
"7488","781","57"
"6715","782","90"
"3494","783","22"
"5548","784","43"
"8790","785","69"
"6187","786","57"
"7769","787","8"
"2466","788","60"
"4205","789","60"
"1092","790","91"
"3588","791","74"
"1756","792","8"
"6165","793","24"
"4924","794","24"
"5028","795","95"
"8669","796","21"
"561","797","96"
"6299","798","23"
"4665","799","46"
"7454","800","77"
"7286","801","43"
"6164","802","77"
"6656","803","7"
"1579","804","33"
"546","805","10"
"5512","806","49"
"3230","807","15"
"6353","808","82"
"105","809","28"
"1512","810","78"
"9390","811","18"
"1165","812","48"
"3140","813","44"
"670","814","81"
"5205","815","59"
"5389","816","7"
"6746","817","31"
"999","818","70"
"8811","819","92"
"7774","820","70"
"6446","821","62"
"8868","822","97"
"8835","823","62"
"1080","824","88"
"6957","825","81"
"7713","826","65"
"7168","827","12"
"4734","828","74"
"1682","829","94"
"9527","830","90"
"7660","831","95"
"2258","832","89"
"6197","833","37"
"1980","834","59"
"1889","835","65"
"679","836","60"
"2848","837","5"
"9724","838","79"
"8975","839","93"
"378","840","53"
"2749","841","12"
"4458","842","66"
"6504","843","19"
"1018","844","96"
"585","845","73"
"8625","846","38"
"12","847","55"
"8663","848","60"
"275","849","31"
"7522","850","14"
"3530","851","82"
"3150","852","18"
"8092","853","72"
"4742","854","18"
"6967","855","33"
"2018","856","99"
"1736","857","42"
"1263","858","71"
"5817","859","31"
"5378","860","6"
"254","861","41"
"875","862","70"
"6325","863","55"
"9846","864","32"
"9316","865","31"
"712","866","74"
"4369","867","99"
"4372","868","77"
"7023","869","32"
"5749","870","10"
"729","871","79"
"7779","872","34"
"9707","873","59"
"5221","874","20"
"145","875","99"
"3693","876","83"
"8337","877","81"
"2686","878","38"
"4212","879","97"
"6379","880","61"
"4319","881","97"
"6519","882","93"
"7317","883","49"
"574","884","93"
"5355","885","59"
"8062","886","65"
"6685","887","48"
"2866","888","9"
"5941","889","42"
"7524","890","65"
"3772","891","80"
"7226","892","55"
"5375","893","56"
"2342","894","69"
"1698","895","2"
"4788","896","87"
"9257","897","61"
"8796","898","73"
"1797","899","63"
"598","900","64"
"6625","901","30"
"3560","902","18"
"605","903","33"
"7822","904","75"
"818","905","58"
"7678","906","16"
"2522","907","88"
"3304","908","42"
"5866","909","82"
"1249","910","84"
"4105","911","38"
"9868","912","77"
"4196","913","83"
"378","914","87"
"1648","915","32"
"5163","916","62"
"1764","917","56"
"3997","918","16"
"2884","919","12"
"8897","920","40"
"3373","921","86"
"3028","922","6"
"6908","923","29"
"5502","924","16"
"7204","925","73"
"6614","926","84"
"9400","927","72"
"3338","928","56"
"9211","929","100"
"9249","930","67"
"7379","931","59"
"1991","932","95"
"2164","933","70"
"2774","934","97"
"4063","935","42"
"1889","936","82"
"9693","937","42"
"9898","938","18"
"6363","939","89"
"2212","940","18"
"8837","941","66"
"9740","942","44"
"1858","943","82"
"6891","944","28"
"6901","945","51"
"2503","946","64"
"5955","947","23"
"8396","948","57"
"4785","949","2"
"8731","950","13"
"1528","951","62"
"1851","952","56"
"310","953","57"
"3828","954","100"
"8504","955","24"
"5045","956","26"
"7164","957","71"
"6706","958","27"
"4394","959","2"
"119","960","1"
"3271","961","38"
"7532","962","28"
"3691","963","0"
"9385","964","33"
"8834","965","19"
"6926","966","81"
"3972","967","69"
"6126","968","3"
"5126","969","33"
"5275","970","25"
"3778","971","97"
"6557","972","22"
"542","973","23"
"7584","974","15"
"6549","975","63"
"6611","976","92"
"3363","977","40"
"9434","978","57"
"5671","979","19"
"8700","980","17"
"4579","981","60"
"4033","982","43"
"3763","983","67"
"3198","984","99"
"7852","985","94"
"4968","986","26"
"197","987","80"
"4982","988","79"
"3326","989","42"
"5930","990","12"
"1553","991","39"
"4979","992","99"
"8525","993","57"
"6295","994","82"
"1325","995","82"
"3757","996","91"
"6778","997","12"
"9909","998","55"
"6471","999","45"
"7080","1000","54"
"6103","1001","94"
"7389","1002","8"
"9956","1003","47"
"9628","1004","46"
"6642","1005","61"
"4189","1006","95"
"8976","1007","22"
"3640","1008","61"
"9487","1009","32"
"372","1010","65"
"8947","1011","26"
"3965","1012","23"
"6617","1013","19"
"6938","1014","92"
"3635","1015","77"
"8223","1016","55"
"222","1017","11"
"2151","1018","0"
"4869","1019","77"
"589","1020","9"
"4298","1021","55"
"7301","1022","37"
"1806","1023","40"
"774","1024","35"
"7523","1025","62"
"4294","1026","38"
"5347","1027","32"
"9781","1028","60"
"3236","1029","82"
"3307","1030","82"
"3458","1031","84"
"5126","1032","82"
"9501","1033","20"
"8583","1034","97"
"2148","1035","47"
"562","1036","3"
"6900","1037","45"
"443","1038","18"
"7156","1039","14"
"156","1040","33"
"5067","1041","42"
"7722","1042","45"
"4071","1043","12"
"6542","1044","12"
"3033","1045","9"
"1525","1046","77"
"4627","1047","35"
"5726","1048","37"
"2243","1049","41"
"699","1050","86"
"1103","1051","49"
"245","1052","18"
"3915","1053","1"
"575","1054","40"
"7366","1055","20"
"511","1056","100"
"3154","1057","74"
"6804","1058","86"
"2960","1059","66"
"6394","1060","74"
"6317","1061","87"
"2970","1062","56"
"8632","1063","37"
"3962","1064","5"
"3925","1065","27"
"184","1066","46"
"9884","1067","50"
"1125","1068","87"
"1669","1069","100"
"742","1070","42"
"8267","1071","26"
"619","1072","16"
"6153","1073","0"
"4105","1074","37"
"5634","1075","69"
"5506","1076","70"
"5324","1077","53"
"8741","1078","54"
"5563","1079","32"
"1370","1080","93"
"1140","1081","87"
"9972","1082","24"
"4056","1083","37"
"5243","1084","78"
"533","1085","18"
"5886","1086","28"
"56","1087","89"
"1733","1088","56"
"8725","1089","23"
"5967","1090","19"
"6402","1091","49"
"8738","1092","91"
"4942","1093","60"
"958","1094","12"
"3558","1095","93"
"8686","1096","13"
"2254","1097","11"
"8129","1098","62"
"2093","1099","12"
"5758","1100","50"
"9107","1101","64"
"3983","1102","94"
"2548","1103","25"
"9257","1104","74"
"4654","1105","17"
"7157","1106","84"
"1434","1107","72"
"2781","1108","96"
"1815","1109","68"
"6773","1110","53"
"6623","1111","93"
"9862","1112","56"
"2537","1113","25"
"4695","1114","98"
"1984","1115","9"
"2154","1116","48"
"1186","1117","34"
"7557","1118","62"
"1244","1119","82"
"3125","1120","60"
"9949","1121","45"
"6200","1122","32"
"9217","1123","31"
"5148","1124","40"
"4447","1125","31"
"4321","1126","40"
"3711","1127","70"
"721","1128","28"
"2662","1129","94"
"4008","1130","53"
"419","1131","70"
"9379","1132","92"
"5011","1133","19"
"2438","1134","56"
"2303","1135","34"
"6941","1136","86"
"5144","1137","48"
"5036","1138","18"
"2068","1139","81"
"6962","1140","1"
"2931","1141","71"
"5215","1142","73"
"320","1143","20"
"496","1144","90"
"2037","1145","95"
"4395","1146","33"
"8794","1147","79"
"7304","1148","36"
"7049","1149","58"
"7789","1150","89"
"1174","1151","82"
"364","1152","30"
"2975","1153","6"
"6989","1154","20"
"1008","1155","68"
"5727","1156","36"
"6704","1157","9"
"5072","1158","4"
"721","1159","40"
"9322","1160","41"
"5343","1161","26"
"4000","1162","22"
"7732","1163","23"
"9281","1164","97"
"5416","1165","51"
"5901","1166","11"
"1207","1167","57"
"3493","1168","100"
"502","1169","5"
"9339","1170","80"
"2571","1171","32"
"6969","1172","6"
"7305","1173","62"
"9063","1174","37"
"8800","1175","25"
"4624","1176","80"
"9712","1177","27"
"1562","1178","73"
"9494","1179","73"
"2222","1180","4"
"4255","1181","13"
"3995","1182","53"
"303","1183","45"
"754","1184","13"
"6005","1185","100"
"2226","1186","97"
"3804","1187","93"
"4351","1188","44"
"7079","1189","61"
"7533","1190","54"
"1269","1191","87"
"7420","1192","97"
"3182","1193","67"
"9559","1194","81"
"2101","1195","74"
"2267","1196","100"
"7923","1197","12"
"5387","1198","62"
"3544","1199","11"
"8081","1200","45"
"3770","1201","80"
"3965","1202","21"
"8828","1203","81"
"2846","1204","38"
"4194","1205","97"
"3705","1206","71"
"4024","1207","34"
"765","1208","16"
"4501","1209","82"
"8254","1210","30"
"1083","1211","41"
"2927","1212","16"
"9724","1213","23"
"4782","1214","95"
"9352","1215","76"
"8251","1216","32"
"4007","1217","26"
"4773","1218","90"
"476","1219","51"
"1353","1220","61"
"8388","1221","19"
"1392","1222","44"
"7619","1223","10"
"9520","1224","72"
"829","1225","15"
"4245","1226","85"
"1944","1227","88"
"9334","1228","93"
"6905","1229","7"
"6367","1230","15"
"6190","1231","59"
"6376","1232","1"
"6534","1233","37"
"5280","1234","1"
"3495","1235","97"
"1386","1236","46"
"7510","1237","81"
"1298","1238","79"
"6912","1239","74"
"7160","1240","2"
"2616","1241","54"
"1169","1242","36"
"3513","1243","45"
"4812","1244","29"
"2702","1245","75"
"5229","1246","81"
"2412","1247","66"
"6070","1248","6"
"8406","1249","39"
"8362","1250","65"
"8548","1251","67"
"9618","1252","82"
"1732","1253","41"
"8518","1254","2"
"5696","1255","20"
"4648","1256","8"
"5341","1257","80"
"6387","1258","8"
"4715","1259","53"
"2741","1260","7"
"9651","1261","58"
"1966","1262","54"
"3892","1263","45"
"2922","1264","86"
"7376","1265","65"
"8343","1266","27"
"1550","1267","68"
"9988","1268","79"
"4730","1269","27"
"3676","1270","1"
"3383","1271","98"
"9397","1272","80"
"4904","1273","46"
"8059","1274","0"
"8238","1275","14"
"9227","1276","42"
"9722","1277","48"
"4064","1278","33"
"9061","1279","25"
"5799","1280","88"
"4443","1281","21"
"1997","1282","40"
"4874","1283","48"
"1648","1284","94"
"4756","1285","33"
"4923","1286","85"
"9163","1287","19"
"5012","1288","58"
"5187","1289","100"
"6791","1290","41"
"1439","1291","42"
"918","1292","70"
"158","1293","29"
"9298","1294","37"
"4701","1295","49"
"8625","1296","13"
"167","1297","68"
"2080","1298","76"
"3638","1299","90"
"300","1300","14"
"3364","1301","96"
"679","1302","36"
"2804","1303","86"
"6667","1304","8"
"1226","1305","45"
"3347","1306","92"
"7974","1307","46"
"7761","1308","75"
"8561","1309","71"
"4660","1310","38"
"7444","1311","47"
"711","1312","70"
"3106","1313","88"
"6216","1314","28"
"8707","1315","50"
"4338","1316","38"
"4963","1317","38"
"8787","1318","55"
"5974","1319","42"
"3564","1320","78"
"2491","1321","71"
"4718","1322","100"
"5523","1323","71"
"3360","1324","52"
"8125","1325","84"
"4176","1326","12"
"4231","1327","68"
"4057","1328","62"
"635","1329","91"
"6615","1330","46"
"7344","1331","91"
"9821","1332","30"
"1724","1333","59"
"9363","1334","82"
"7385","1335","33"
"837","1336","78"
"5908","1337","17"
"2892","1338","74"
"6755","1339","24"
"3108","1340","91"
"5409","1341","91"
"3777","1342","97"
"2699","1343","21"
"9660","1344","16"
"8262","1345","16"
"7017","1346","16"
"234","1347","63"
"6702","1348","38"
"1079","1349","37"
"9386","1350","59"
"3306","1351","23"
"2528","1352","89"
"7185","1353","7"
"7056","1354","97"
"7613","1355","0"
"9494","1356","19"
"1744","1357","30"
"7865","1358","80"
"5619","1359","96"
"8098","1360","96"
"4449","1361","15"
"5661","1362","71"
"7869","1363","99"
"8154","1364","28"
"3354","1365","35"
"3689","1366","76"
"9567","1367","84"
"4687","1368","37"
"9024","1369","92"
"1434","1370","91"
"8556","1371","47"
"4144","1372","3"
"40","1373","85"
"175","1374","61"
"7140","1375","45"
"4464","1376","88"
"2075","1377","81"
"4378","1378","60"
"9883","1379","5"
"6686","1380","40"
"6259","1381","79"
"5765","1382","85"
"3811","1383","39"
"8418","1384","32"
"6599","1385","58"
"9036","1386","47"
"1957","1387","67"
"9702","1388","39"
"6436","1389","21"
"2372","1390","92"
"886","1391","43"
"1286","1392","100"
"8241","1393","74"
"6418","1394","76"
"6364","1395","86"
"2025","1396","70"
"5265","1397","27"
"1406","1398","48"
"1125","1399","54"
"4673","1400","62"
"8822","1401","87"
"8683","1402","35"
"5720","1403","0"
"967","1404","85"
"1560","1405","81"
"1234","1406","34"
"637","1407","28"
"5372","1408","50"
"9332","1409","31"
"2463","1410","54"
"430","1411","50"
"2409","1412","91"
"5941","1413","50"
"4324","1414","90"
"574","1415","39"
"8994","1416","7"
"2687","1417","71"
"3070","1418","99"
"2075","1419","74"
"3777","1420","16"
"2495","1421","80"
"5730","1422","40"
"9016","1423","83"
"1184","1424","56"
"3533","1425","23"
"9698","1426","92"
"1498","1427","14"
"9032","1428","99"
"1416","1429","52"
"5606","1430","60"
"4603","1431","30"
"9837","1432","23"
"4028","1433","74"
"7946","1434","61"
"7562","1435","39"
"528","1436","80"
"944","1437","30"
"7521","1438","97"
"358","1439","77"
"3671","1440","18"
"9705","1441","26"
"472","1442","16"
"186","1443","56"
"8658","1444","46"
"8411","1445","47"
"7729","1446","10"
"5508","1447","53"
"7644","1448","0"
"2701","1449","60"
"9558","1450","40"
"411","1451","15"
"9129","1452","17"
"6270","1453","94"
"8673","1454","62"
"9194","1455","47"
"9975","1456","52"
"7390","1457","94"
"8145","1458","62"
"7317","1459","16"
"6819","1460","11"
"1294","1461","85"
"6796","1462","90"
"1906","1463","67"
"7928","1464","52"
"2267","1465","48"
"5364","1466","67"
"1739","1467","60"
"8271","1468","86"
"6426","1469","7"
"6551","1470","42"
"7984","1471","39"
"4690","1472","59"
"6181","1473","2"
"8671","1474","18"
"153","1475","4"
"3514","1476","29"
"83","1477","65"
"5480","1478","98"
"3689","1479","7"
"9468","1480","92"
"3542","1481","4"
"5969","1482","0"
"9849","1483","90"
"6392","1484","5"
"7571","1485","30"
"535","1486","97"
"5799","1487","2"
"8445","1488","34"
"8657","1489","55"
"5112","1490","28"
"9647","1491","51"
"9671","1492","75"
"2793","1493","81"
"2859","1494","87"
"7723","1495","47"
"3281","1496","47"
"8584","1497","83"
"2385","1498","54"
"1795","1499","75"
"9407","1500","90"
"7919","1501","0"
"9155","1502","25"
"2129","1503","98"
"615","1504","97"
"5183","1505","77"
"7142","1506","61"
"5255","1507","34"
"8333","1508","32"
"1527","1509","12"
"4368","1510","25"
"2474","1511","72"
"606","1512","11"
"7474","1513","36"
"8780","1514","83"
